MCQID,ID,country,prompt,choices,choice_countries,answer_idx,full_res,final_ans,iteration,persona,reasoning
New-en-76_560,New-en-76,China,"Which airport in China is the busiest during the holiday season? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. aminu kano
B. beijing capital airport
C. denpasar
D. mehrabad

Answer:","{
    ""A"": ""aminu kano"",
    ""B"": ""beijing capital airport"",
    ""C"": ""denpasar"",
    ""D"": ""mehrabad""
}","{
    ""A"": ""Northern_Nigeria"",
    ""B"": ""China"",
    ""C"": ""Indonesia"",
    ""D"": ""Iran""
}",B,B,B,1,,
Jo-sp-19_977,Jo-sp-19,China,"What region in China has been traditionally associated with agriculture? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. amhara
B. java
C. northeast
D. yorkshire

Answer:","{
    ""A"": ""amhara"",
    ""B"": ""java"",
    ""C"": ""northeast"",
    ""D"": ""yorkshire""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""Indonesia"",
    ""C"": ""China"",
    ""D"": ""UK""
}",C,C,C,1,,
New-pe-16_238,New-pe-16,China,"What is the most famous traditional sport in China? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. egg fight
B. gena geme
C. ping pong
D. taekwondo

Answer:","{
    ""A"": ""egg fight"",
    ""B"": ""gena geme"",
    ""C"": ""ping pong"",
    ""D"": ""taekwondo""
}","{
    ""A"": ""Assam"",
    ""B"": ""Ethiopia"",
    ""C"": ""China"",
    ""D"": ""South_Korea""
}",C,C,C,1,,
Al-en-34_318,Al-en-34,China,"What do people do to celebrate New Year's Day in China? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. drink (party)
B. eat grapes at 12
C. evening meal
D. pay a new year's visit

Answer:","{
    ""A"": ""drink (party)"",
    ""B"": ""eat grapes at 12"",
    ""C"": ""evening meal"",
    ""D"": ""pay a new year's visit""
}","{
    ""A"": ""US"",
    ""B"": ""Spain"",
    ""C"": ""Azerbaijan"",
    ""D"": ""China""
}",D,D,D,1,,
Ta-pe-32_408,Ta-pe-32,China,"What day of the year is usually dedicated to fireworks in China? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. 5th november
B. chaharshanbe suri
C. december 31
D. spring festival's eve

Answer:","{
    ""A"": ""5th november"",
    ""B"": ""chaharshanbe suri"",
    ""C"": ""december 31"",
    ""D"": ""spring festival's eve""
}","{
    ""A"": ""UK"",
    ""B"": ""Iran"",
    ""C"": ""Mexico"",
    ""D"": ""China""
}",D,D,D,1,,
New-en-87_1619,New-en-87,China,"What is the most famous historic landmark in China? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. great wall
B. rang ghar
C. sate building
D. stonehenge

Answer:","{
    ""A"": ""great wall"",
    ""B"": ""rang ghar"",
    ""C"": ""sate building"",
    ""D"": ""stonehenge""
}","{
    ""A"": ""China"",
    ""B"": ""Assam"",
    ""C"": ""West_Java"",
    ""D"": ""UK""
}",A,A,A,1,,
Jo-sp-19_1040,Jo-sp-19,China,"What region in China has been traditionally associated with agriculture? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. hwanghae province
B. java
C. mitidja
D. northeast

Answer:","{
    ""A"": ""hwanghae province"",
    ""B"": ""java"",
    ""C"": ""mitidja"",
    ""D"": ""northeast""
}","{
    ""A"": ""North_Korea"",
    ""B"": ""Indonesia"",
    ""C"": ""Algeria"",
    ""D"": ""China""
}",D,D,D,1,,
Sa-en-16_934,Sa-en-16,China,"What is the most popular soccer team among the people from China? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. guangzhou fc
B. liverpool
C. not-applicable
D. persija

Answer:","{
    ""A"": ""guangzhou fc"",
    ""B"": ""liverpool"",
    ""C"": ""not-applicable"",
    ""D"": ""persija""
}","{
    ""A"": ""China"",
    ""B"": ""UK"",
    ""C"": ""US"",
    ""D"": ""Indonesia""
}",A,A,A,1,,
New-ha-09_504,New-ha-09,China,"What cooking utensil is most commonly used in China? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. gas
B. plate
C. spatula
D. wok

Answer:","{
    ""A"": ""gas"",
    ""B"": ""plate"",
    ""C"": ""spatula"",
    ""D"": ""wok""
}","{
    ""A"": ""Iran"",
    ""B"": ""Azerbaijan"",
    ""C"": ""US"",
    ""D"": ""China""
}",D,D,D,1,,
Jo-sp-02_110,Jo-sp-02,China,"What is the most popular sport played without a ball in China? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. chinese chess
B. kabaddi
C. running
D. taekwondo

Answer:","{
    ""A"": ""chinese chess"",
    ""B"": ""kabaddi"",
    ""C"": ""running"",
    ""D"": ""taekwondo""
}","{
    ""A"": ""China"",
    ""B"": ""Assam"",
    ""C"": ""Ethiopia"",
    ""D"": ""North_Korea""
}",A,B,B,1,,
Na-ko-37_389,Na-ko-37,China,"What is the most popular domestic vacation spot for people from China? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. baekdusan
B. cancun
C. dali ancient town
D. florida

Answer:","{
    ""A"": ""baekdusan"",
    ""B"": ""cancun"",
    ""C"": ""dali ancient town"",
    ""D"": ""florida""
}","{
    ""A"": ""North_Korea"",
    ""B"": ""Mexico"",
    ""C"": ""China"",
    ""D"": ""US""
}",C,C,C,1,,
Nu-in-40_1421,Nu-in-40,China,"Which city is the main destination for job seekers in China? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. NY
B. abuja
C. beijing
D. guwahati

Answer:","{
    ""A"": ""NY"",
    ""B"": ""abuja"",
    ""C"": ""beijing"",
    ""D"": ""guwahati""
}","{
    ""A"": ""US"",
    ""B"": ""Northern_Nigeria"",
    ""C"": ""China"",
    ""D"": ""Assam""
}",C,C,C,1,,
New-en-76_583,New-en-76,China,"Which airport in China is the busiest during the holiday season? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. denpasar
B. heathrow
C. madrid
D. shanghai pudong

Answer:","{
    ""A"": ""denpasar"",
    ""B"": ""heathrow"",
    ""C"": ""madrid"",
    ""D"": ""shanghai pudong""
}","{
    ""A"": ""Indonesia"",
    ""B"": ""UK"",
    ""C"": ""Spain"",
    ""D"": ""China""
}",D,D,D,1,,
New-en-87_1549,New-en-87,China,"What is the most famous historic landmark in China? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. 1821
B. great wall
C. gyeongbokgung palace
D. white house

Answer:","{
    ""A"": ""1821"",
    ""B"": ""great wall"",
    ""C"": ""gyeongbokgung palace"",
    ""D"": ""white house""
}","{
    ""A"": ""Greece"",
    ""B"": ""China"",
    ""C"": ""South_Korea"",
    ""D"": ""US""
}",B,B,B,1,,
Nu-in-40_1209,Nu-in-40,China,"Which city is the main destination for job seekers in China? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. abuja
B. beijing
C. bekasi
D. london

Answer:","{
    ""A"": ""abuja"",
    ""B"": ""beijing"",
    ""C"": ""bekasi"",
    ""D"": ""london""
}","{
    ""A"": ""Northern_Nigeria"",
    ""B"": ""China"",
    ""C"": ""West_Java"",
    ""D"": ""UK""
}",B,B,B,1,,
Th-en-39_152,Th-en-39,China,"What is a popular family game in China? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. hide and seek
B. mexican bingo
C. monopoly
D. yutnori

Answer:","{
    ""A"": ""hide and seek"",
    ""B"": ""mexican bingo"",
    ""C"": ""monopoly"",
    ""D"": ""yutnori""
}","{
    ""A"": ""China"",
    ""B"": ""Mexico"",
    ""C"": ""UK"",
    ""D"": ""South_Korea""
}",A,D,D,1,,
Ji-ko-07_677,Ji-ko-07,China,"What is the most famous private company in China? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. Google
B. huawei
C. samsung
D. zara

Answer:","{
    ""A"": ""Google"",
    ""B"": ""huawei"",
    ""C"": ""samsung"",
    ""D"": ""zara""
}","{
    ""A"": ""US"",
    ""B"": ""China"",
    ""C"": ""South_Korea"",
    ""D"": ""Spain""
}",B,B,B,1,,
New-ch-07_19,New-ch-07,China,"What food items do people typically pair with hard liquor in China? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. almond
B. dried pollack
C. peanuts
D. potato chips

Answer:","{
    ""A"": ""almond"",
    ""B"": ""dried pollack"",
    ""C"": ""peanuts"",
    ""D"": ""potato chips""
}","{
    ""A"": ""Assam"",
    ""B"": ""North_Korea"",
    ""C"": ""China"",
    ""D"": ""Greece""
}",C,B,B,1,,
New-en-76_503,New-en-76,China,"Which airport in China is the busiest during the holiday season? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. aminu kano
B. beijing capital airport
C. heathrow
D. mehrabad

Answer:","{
    ""A"": ""aminu kano"",
    ""B"": ""beijing capital airport"",
    ""C"": ""heathrow"",
    ""D"": ""mehrabad""
}","{
    ""A"": ""Northern_Nigeria"",
    ""B"": ""China"",
    ""C"": ""UK"",
    ""D"": ""Iran""
}",B,B,B,1,,
New-in-34_890,New-in-34,China,"What region in China is usually associated with oil? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. absheron
B. daqing
C. hassi messaoud
D. scotland

Answer:","{
    ""A"": ""absheron"",
    ""B"": ""daqing"",
    ""C"": ""hassi messaoud"",
    ""D"": ""scotland""
}","{
    ""A"": ""Azerbaijan"",
    ""B"": ""China"",
    ""C"": ""Algeria"",
    ""D"": ""UK""
}",B,B,B,1,,
New-en-79_1223,New-en-79,China,"Which region of China is well known for its theatrical performances? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. athens
B. beijing
C. hyehwa-dong
D. kano

Answer:","{
    ""A"": ""athens"",
    ""B"": ""beijing"",
    ""C"": ""hyehwa-dong"",
    ""D"": ""kano""
}","{
    ""A"": ""Greece"",
    ""B"": ""China"",
    ""C"": ""South_Korea"",
    ""D"": ""Northern_Nigeria""
}",B,B,B,1,,
Ji-ko-07_556,Ji-ko-07,China,"What is the most famous private company in China? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. Google
B. alibaba
C. indofood
D. midroc

Answer:","{
    ""A"": ""Google"",
    ""B"": ""alibaba"",
    ""C"": ""indofood"",
    ""D"": ""midroc""
}","{
    ""A"": ""US"",
    ""B"": ""China"",
    ""C"": ""Indonesia"",
    ""D"": ""Ethiopia""
}",B,B,B,1,,
Kik-in-31_52,Kik-in-31,China,"What is the most famous martial art sports in China? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. boxing
B. chinese kung fu
C. karate
D. pencak silat

Answer:","{
    ""A"": ""boxing"",
    ""B"": ""chinese kung fu"",
    ""C"": ""karate"",
    ""D"": ""pencak silat""
}","{
    ""A"": ""Mexico"",
    ""B"": ""China"",
    ""C"": ""Spain"",
    ""D"": ""Indonesia""
}",B,B,B,1,,
New-in-01_194,New-in-01,China,"Which coffee shop brand is the most popular in China? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. kopi kenangan
B. lamiz
C. luckin coffee
D. mado

Answer:","{
    ""A"": ""kopi kenangan"",
    ""B"": ""lamiz"",
    ""C"": ""luckin coffee"",
    ""D"": ""mado""
}","{
    ""A"": ""Indonesia"",
    ""B"": ""Iran"",
    ""C"": ""China"",
    ""D"": ""Azerbaijan""
}",C,C,C,1,,
Sa-en-37_499,Sa-en-37,China,"What is the most popular family boardgame in China? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. chess
B. halli galli
C. mahjong
D. snakes and ladders

Answer:","{
    ""A"": ""chess"",
    ""B"": ""halli galli"",
    ""C"": ""mahjong"",
    ""D"": ""snakes and ladders""
}","{
    ""A"": ""West_Java"",
    ""B"": ""South_Korea"",
    ""C"": ""China"",
    ""D"": ""Indonesia""
}",C,C,C,1,,
Ta-pe-37_672,Ta-pe-37,China,"What is the common symbol of New Year's Eve that is usually found in China? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. fireworks
B. new year scrolls
C. pine tree
D. poinsettia flower

Answer:","{
    ""A"": ""fireworks"",
    ""B"": ""new year scrolls"",
    ""C"": ""pine tree"",
    ""D"": ""poinsettia flower""
}","{
    ""A"": ""Indonesia"",
    ""B"": ""China"",
    ""C"": ""Azerbaijan"",
    ""D"": ""Mexico""
}",B,A,A,1,,
New-en-79_1306,New-en-79,China,"Which region of China is well known for its theatrical performances? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. bandung
B. beijing
C. new york city
D. sidi bel abbès

Answer:","{
    ""A"": ""bandung"",
    ""B"": ""beijing"",
    ""C"": ""new york city"",
    ""D"": ""sidi bel abbès""
}","{
    ""A"": ""West_Java"",
    ""B"": ""China"",
    ""C"": ""US"",
    ""D"": ""Algeria""
}",B,B,B,1,,
Ta-pe-32_487,Ta-pe-32,China,"What day of the year is usually dedicated to fireworks in China? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. easter
B. mawlid
C. not-applicable
D. spring festival's eve

Answer:","{
    ""A"": ""easter"",
    ""B"": ""mawlid"",
    ""C"": ""not-applicable"",
    ""D"": ""spring festival's eve""
}","{
    ""A"": ""Greece"",
    ""B"": ""Algeria"",
    ""C"": ""South_Korea"",
    ""D"": ""China""
}",D,D,D,1,,
Th-en-19_668,Th-en-19,China,"What is a city or region in China known for manufacturing industry? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. kano
B. kerawang
C. monterrey
D. shenzhen

Answer:","{
    ""A"": ""kano"",
    ""B"": ""kerawang"",
    ""C"": ""monterrey"",
    ""D"": ""shenzhen""
}","{
    ""A"": ""Northern_Nigeria"",
    ""B"": ""Indonesia"",
    ""C"": ""Mexico"",
    ""D"": ""China""
}",D,D,D,1,,
Al-en-34_252,Al-en-34,China,"What do people do to celebrate New Year's Day in China? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. barbeque
B. drink (party)
C. eat grapes at 12
D. pasting chinese couplets

Answer:","{
    ""A"": ""barbeque"",
    ""B"": ""drink (party)"",
    ""C"": ""eat grapes at 12"",
    ""D"": ""pasting chinese couplets""
}","{
    ""A"": ""West_Java"",
    ""B"": ""US"",
    ""C"": ""Spain"",
    ""D"": ""China""
}",D,D,D,1,,
Sa-en-1_133,Sa-en-1,China,"What is China's most popular fast food chain? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. domino's
B. kentucky fried chicken
C. lotteria
D. shiro wote

Answer:","{
    ""A"": ""domino's"",
    ""B"": ""kentucky fried chicken"",
    ""C"": ""lotteria"",
    ""D"": ""shiro wote""
}","{
    ""A"": ""Assam"",
    ""B"": ""China"",
    ""C"": ""South_Korea"",
    ""D"": ""Ethiopia""
}",B,B,B,1,,
New-gr-24_122,New-gr-24,China,"What is the most popular track and field sport in China? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. badminton
B. ball
C. hurdling
D. soccer

Answer:","{
    ""A"": ""badminton"",
    ""B"": ""ball"",
    ""C"": ""hurdling"",
    ""D"": ""soccer""
}","{
    ""A"": ""Indonesia"",
    ""B"": ""Northern_Nigeria"",
    ""C"": ""China"",
    ""D"": ""Ethiopia""
}",C,C,C,1,,
Na-ko-37_472,Na-ko-37,China,"What is the most popular domestic vacation spot for people from China? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. baekdusan
B. caspian sea coast
C. florida
D. forbidden city

Answer:","{
    ""A"": ""baekdusan"",
    ""B"": ""caspian sea coast"",
    ""C"": ""florida"",
    ""D"": ""forbidden city""
}","{
    ""A"": ""North_Korea"",
    ""B"": ""Iran"",
    ""C"": ""US"",
    ""D"": ""China""
}",D,C,C,1,,
Ji-ko-07_542,Ji-ko-07,China,"What is the most famous private company in China? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. alibaba
B. cevital
C. dangote company
D. midroc

Answer:","{
    ""A"": ""alibaba"",
    ""B"": ""cevital"",
    ""C"": ""dangote company"",
    ""D"": ""midroc""
}","{
    ""A"": ""China"",
    ""B"": ""Algeria"",
    ""C"": ""Northern_Nigeria"",
    ""D"": ""Ethiopia""
}",A,A,A,1,,
