MCQID,ID,country,prompt,choices,choice_countries,answer_idx,full_res,final_ans
New-en-87_1942,New-en-87,China,"What is the most famous historic landmark in China? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. borobudur temple.
B. forbidden city
C. stonehenge
D. white house

Answer:","{
    ""A"": ""borobudur temple."",
    ""B"": ""forbidden city"",
    ""C"": ""stonehenge"",
    ""D"": ""white house""
}","{
    ""A"": ""Indonesia"",
    ""B"": ""China"",
    ""C"": ""UK"",
    ""D"": ""US""
}",B,"{""answer_choice"": ""B""}",B
Th-en-12_766,Th-en-12,China,"In which sport has China been most successful in international competitions? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. archery
B. karate
C. ping pong
D. taekwondo

Answer:","{
    ""A"": ""archery"",
    ""B"": ""karate"",
    ""C"": ""ping pong"",
    ""D"": ""taekwondo""
}","{
    ""A"": ""South_Korea"",
    ""B"": ""Azerbaijan"",
    ""C"": ""China"",
    ""D"": ""Mexico""
}",C,"{""answer_choice"":""C""}",C
Ji-ko-07_475,Ji-ko-07,China,"What is the most famous private company in China? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. cevital
B. indofood
C. iran khodro
D. tencent

Answer:","{
    ""A"": ""cevital"",
    ""B"": ""indofood"",
    ""C"": ""iran khodro"",
    ""D"": ""tencent""
}","{
    ""A"": ""Algeria"",
    ""B"": ""Indonesia"",
    ""C"": ""Iran"",
    ""D"": ""China""
}",D,"{""answer_choice"":""D. tencent""}",D
New-in-01_161,New-in-01,China,"Which coffee shop brand is the most popular in China? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. costa
B. janji jiwa
C. kopi kenangan
D. luckin coffee

Answer:","{
    ""A"": ""costa"",
    ""B"": ""janji jiwa"",
    ""C"": ""kopi kenangan"",
    ""D"": ""luckin coffee""
}","{
    ""A"": ""UK"",
    ""B"": ""West_Java"",
    ""C"": ""Indonesia"",
    ""D"": ""China""
}",D,"{""answer_choice"":""D""}",D
Gu-ch-32_44,Gu-ch-32,China,"What is the duration of compulsory education in years in China? (Provide Arabic numerals (e.g., 12) only.) Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. 12
B. 14
C. 15
D. 9

Answer:","{
    ""A"": ""12"",
    ""B"": ""14"",
    ""C"": ""15"",
    ""D"": ""9""
}","{
    ""A"": ""Indonesia"",
    ""B"": ""Assam"",
    ""C"": ""Mexico"",
    ""D"": ""China""
}",D,"{""answer_choice"": C}",C
New-pe-16_231,New-pe-16,China,"What is the most famous traditional sport in China? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. basque ball
B. ping pong
C. taekwondo
D. wrestling

Answer:","{
    ""A"": ""basque ball"",
    ""B"": ""ping pong"",
    ""C"": ""taekwondo"",
    ""D"": ""wrestling""
}","{
    ""A"": ""Spain"",
    ""B"": ""China"",
    ""C"": ""South_Korea"",
    ""D"": ""Iran""
}",B,"{""answer_choice"": ""B""}",B
New-gr-06_227,New-gr-06,China,"What is the most popular food in China among young people? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. doner kebab
B. hot pot
C. seblak
D. shiro wote

Answer:","{
    ""A"": ""doner kebab"",
    ""B"": ""hot pot"",
    ""C"": ""seblak"",
    ""D"": ""shiro wote""
}","{
    ""A"": ""Azerbaijan"",
    ""B"": ""China"",
    ""C"": ""West_Java"",
    ""D"": ""Ethiopia""
}",B,"{""answer_choice"":""B""}",B
Ne-ar-34_134,Ne-ar-34,China,"What is typically indispensable in meals in China? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. bread
B. chili paste
C. rice
D. wine

Answer:","{
    ""A"": ""bread"",
    ""B"": ""chili paste"",
    ""C"": ""rice"",
    ""D"": ""wine""
}","{
    ""A"": ""Algeria"",
    ""B"": ""Indonesia"",
    ""C"": ""China"",
    ""D"": ""Greece""
}",C,"{""answer_choice"":""C""}",C
Ji-ko-44_273,Ji-ko-44,China,"Which region (within a city) in China has the highest academic fervor? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. beijing
B. jorhat
C. pyongyang
D. sumgait

Answer:","{
    ""A"": ""beijing"",
    ""B"": ""jorhat"",
    ""C"": ""pyongyang"",
    ""D"": ""sumgait""
}","{
    ""A"": ""China"",
    ""B"": ""Assam"",
    ""C"": ""North_Korea"",
    ""D"": ""Azerbaijan""
}",A,"{""answer_choice"": ""A""}",A
Ki-pe-40_122,Ki-pe-40,China,"Which food from China is considered disgusting by the rest of the world? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. century egg
B. grasshoppers
C. haggis
D. tripe

Answer:","{
    ""A"": ""century egg"",
    ""B"": ""grasshoppers"",
    ""C"": ""haggis"",
    ""D"": ""tripe""
}","{
    ""A"": ""China"",
    ""B"": ""Mexico"",
    ""C"": ""UK"",
    ""D"": ""Algeria""
}",A,"{""answer_choice"": ""A""}",A
Kik-in-35_21,Kik-in-35,China,"What sports were popular among people from China during the COVID-19 pandemic? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. aerobics
B. cycling
C. e-sports
D. soccer

Answer:","{
    ""A"": ""aerobics"",
    ""B"": ""cycling"",
    ""C"": ""e-sports"",
    ""D"": ""soccer""
}","{
    ""A"": ""China"",
    ""B"": ""Indonesia"",
    ""C"": ""US"",
    ""D"": ""Algeria""
}",A,"{""answer_choice"": ""C""}",C
Ni-en-02_107,Ni-en-02,China,"What time do secondary students in China typically finish school each day? (Provide in HH:MM format (e.g., 18:00, 09:00).) Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. 14:30
B. 15:00
C. 15:30
D. 18:00

Answer:","{
    ""A"": ""14:30"",
    ""B"": ""15:00"",
    ""C"": ""15:30"",
    ""D"": ""18:00""
}","{
    ""A"": ""Assam"",
    ""B"": ""US"",
    ""C"": ""UK"",
    ""D"": ""China""
}",D,"{""answer_choice"": ""C""}",C
New-pe-02_555,New-pe-02,China,"What is the most famous edible souvenir for tourists in China? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. fermented cassava
B. peking duck
C. rock candy
D. tacos

Answer:","{
    ""A"": ""fermented cassava"",
    ""B"": ""peking duck"",
    ""C"": ""rock candy"",
    ""D"": ""tacos""
}","{
    ""A"": ""West_Java"",
    ""B"": ""China"",
    ""C"": ""UK"",
    ""D"": ""Mexico""
}",B,"{""answer_choice"":""B""}",B
New-am-27_421,New-am-27,China,"Who is the most popular female sportperson in China? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. ana guevara
B. boulmerka
C. guo jingjing
D. hima das

Answer:","{
    ""A"": ""ana guevara"",
    ""B"": ""boulmerka"",
    ""C"": ""guo jingjing"",
    ""D"": ""hima das""
}","{
    ""A"": ""Mexico"",
    ""B"": ""Algeria"",
    ""C"": ""China"",
    ""D"": ""Assam""
}",C,"{""answer_choice"": ""C""}",C
Ni-en-02_101,Ni-en-02,China,"What time do secondary students in China typically finish school each day? (Provide in HH:MM format (e.g., 18:00, 09:00).) Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. 13:45
B. 14:00
C. 17:00
D. 18:00

Answer:","{
    ""A"": ""13:45"",
    ""B"": ""14:00"",
    ""C"": ""17:00"",
    ""D"": ""18:00""
}","{
    ""A"": ""Northern_Nigeria"",
    ""B"": ""Spain"",
    ""C"": ""Ethiopia"",
    ""D"": ""China""
}",D,"{""answer_choice"": ""C""}",C
New-gr-24_120,New-gr-24,China,"What is the most popular track and field sport in China? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. badminton
B. ball
C. discus throw
D. hurdling

Answer:","{
    ""A"": ""badminton"",
    ""B"": ""ball"",
    ""C"": ""discus throw"",
    ""D"": ""hurdling""
}","{
    ""A"": ""Indonesia"",
    ""B"": ""Northern_Nigeria"",
    ""C"": ""Iran"",
    ""D"": ""China""
}",D,"{""answer_choice"": ""C""}",C
Th-en-24_1474,Th-en-24,China,"What region in China is a major hub for tech workers and start ups? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. addis ababa
B. baku
C. shenzhen
D. silicon valley

Answer:","{
    ""A"": ""addis ababa"",
    ""B"": ""baku"",
    ""C"": ""shenzhen"",
    ""D"": ""silicon valley""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""Azerbaijan"",
    ""C"": ""China"",
    ""D"": ""US""
}",C,"{""answer_choice"": ""C""}",C
Th-en-19_1096,Th-en-19,China,"What is a city or region in China known for manufacturing industry? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. cikarang
B. dibrugarh
C. kano
D. suzhou

Answer:","{
    ""A"": ""cikarang"",
    ""B"": ""dibrugarh"",
    ""C"": ""kano"",
    ""D"": ""suzhou""
}","{
    ""A"": ""West_Java"",
    ""B"": ""Assam"",
    ""C"": ""Northern_Nigeria"",
    ""D"": ""China""
}",D,"{""answer_choice"": ""D. suzhou""}",D
Sa-en-37_487,Sa-en-37,China,"What is the most popular family boardgame in China? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. halli galli
B. mahjong
C. mexican bingo
D. snakes and ladders

Answer:","{
    ""A"": ""halli galli"",
    ""B"": ""mahjong"",
    ""C"": ""mexican bingo"",
    ""D"": ""snakes and ladders""
}","{
    ""A"": ""South_Korea"",
    ""B"": ""China"",
    ""C"": ""Mexico"",
    ""D"": ""Indonesia""
}",B,"{""answer_choice"": ""B""}",B
New-in-34_1009,New-in-34,China,"What region in China is usually associated with oil? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. bauchi
B. daqing
C. not-applicable
D. somali region

Answer:","{
    ""A"": ""bauchi"",
    ""B"": ""daqing"",
    ""C"": ""not-applicable"",
    ""D"": ""somali region""
}","{
    ""A"": ""Northern_Nigeria"",
    ""B"": ""China"",
    ""C"": ""South_Korea"",
    ""D"": ""Ethiopia""
}",B,"{""answer_choice"": ""B""}",B
Ta-pe-30_61,Ta-pe-30,China,"What is/was the most popular sports-related TV program in China? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. kick a goal
B. lensa olahraga
C. star sports
D. total soccer

Answer:","{
    ""A"": ""kick a goal"",
    ""B"": ""lensa olahraga"",
    ""C"": ""star sports"",
    ""D"": ""total soccer""
}","{
    ""A"": ""South_Korea"",
    ""B"": ""Indonesia"",
    ""C"": ""Assam"",
    ""D"": ""China""
}",D,"{""answer_choice"":""C. star sports""}",C
Th-en-41_196,Th-en-41,China,"What is the average age for couples to have their first child in China? (Provide Arabic numerals (e.g., 20) only.) Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. 25
B. 30
C. 31
D. 32

Answer:","{
    ""A"": ""25"",
    ""B"": ""30"",
    ""C"": ""31"",
    ""D"": ""32""
}","{
    ""A"": ""China"",
    ""B"": ""Greece"",
    ""C"": ""South_Korea"",
    ""D"": ""Spain""
}",A,"{""answer_choice"":""B""}",B
New-su-83_174,New-su-83,China,"What food is usually served at weddings in China? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. buffet
B. meat
C. red stew
D. rice

Answer:","{
    ""A"": ""buffet"",
    ""B"": ""meat"",
    ""C"": ""red stew"",
    ""D"": ""rice""
}","{
    ""A"": ""South_Korea"",
    ""B"": ""China"",
    ""C"": ""Ethiopia"",
    ""D"": ""Azerbaijan""
}",B,"{""answer_choice"":""D""}",D
Th-en-19_630,Th-en-19,China,"What is a city or region in China known for manufacturing industry? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. athens
B. catalonia
C. shenzhen
D. sumgait

Answer:","{
    ""A"": ""athens"",
    ""B"": ""catalonia"",
    ""C"": ""shenzhen"",
    ""D"": ""sumgait""
}","{
    ""A"": ""Greece"",
    ""B"": ""Spain"",
    ""C"": ""China"",
    ""D"": ""Azerbaijan""
}",C,"{""answer_choice"": ""C""}",C
New-pe-06_319,New-pe-06,China,"What is the most popular stew in China? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. braised pork with vermicelli
B. ghormeh sabzi
C. hare
D. shiro

Answer:","{
    ""A"": ""braised pork with vermicelli"",
    ""B"": ""ghormeh sabzi"",
    ""C"": ""hare"",
    ""D"": ""shiro""
}","{
    ""A"": ""China"",
    ""B"": ""Iran"",
    ""C"": ""Greece"",
    ""D"": ""Ethiopia""
}",A,"{""answer_choice"":""A""}",A
New-pe-85_842,New-pe-85,China,"Where is the most popular tourist destination abroad for people from China? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. china
B. georgia
C. italy
D. japan

Answer:","{
    ""A"": ""china"",
    ""B"": ""georgia"",
    ""C"": ""italy"",
    ""D"": ""japan""
}","{
    ""A"": ""North_Korea"",
    ""B"": ""Azerbaijan"",
    ""C"": ""Greece"",
    ""D"": ""China""
}",D,"{""answer_choice"": ""D. japan""}",D
New-en-87_1559,New-en-87,China,"What is the most famous historic landmark in China? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. angel of independence
B. great wall
C. gyeongbokgung palace
D. timgad

Answer:","{
    ""A"": ""angel of independence"",
    ""B"": ""great wall"",
    ""C"": ""gyeongbokgung palace"",
    ""D"": ""timgad""
}","{
    ""A"": ""Mexico"",
    ""B"": ""China"",
    ""C"": ""South_Korea"",
    ""D"": ""Algeria""
}",B,"{""answer_choice"": ""B""}",B
New-in-33_434,New-in-33,China,"What region in China is usually associated with mining? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. gangwon province
B. kalbajar
C. papua
D. shanxi

Answer:","{
    ""A"": ""gangwon province"",
    ""B"": ""kalbajar"",
    ""C"": ""papua"",
    ""D"": ""shanxi""
}","{
    ""A"": ""South_Korea"",
    ""B"": ""Azerbaijan"",
    ""C"": ""Indonesia"",
    ""D"": ""China""
}",D,"{""answer_choice"": ""D""}",D
New-pe-85_1199,New-pe-85,Indonesia,"Where is the most popular tourist destination abroad for people from Indonesia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. china
B. switzerland
C. thailand
D. tunisia

Answer:","{
    ""A"": ""china"",
    ""B"": ""switzerland"",
    ""C"": ""thailand"",
    ""D"": ""tunisia""
}","{
    ""A"": ""North_Korea"",
    ""B"": ""Assam"",
    ""C"": ""Indonesia"",
    ""D"": ""Algeria""
}",C,"{""answer_choice"": ""C""}",C
Al-en-34_385,Al-en-34,Indonesia,"What do people do to celebrate New Year's Day in Indonesia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. evening meal
B. pasting chinese couplets
C. set off fireworks
D. setting the haft-seen table

Answer:","{
    ""A"": ""evening meal"",
    ""B"": ""pasting chinese couplets"",
    ""C"": ""set off fireworks"",
    ""D"": ""setting the haft-seen table""
}","{
    ""A"": ""Azerbaijan"",
    ""B"": ""China"",
    ""C"": ""Indonesia"",
    ""D"": ""Iran""
}",C,"{""answer_choice"":""C""}",C
New-pe-85_1194,New-pe-85,Indonesia,"Where is the most popular tourist destination abroad for people from Indonesia? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. china
B. mexico
C. thailand
D. tunisia

Answer:","{
    ""A"": ""china"",
    ""B"": ""mexico"",
    ""C"": ""thailand"",
    ""D"": ""tunisia""
}","{
    ""A"": ""North_Korea"",
    ""B"": ""US"",
    ""C"": ""Indonesia"",
    ""D"": ""Algeria""
}",C,"{""answer_choice"": ""C""}",C
Th-en-19_1311,Th-en-19,Indonesia,"What is a city or region in Indonesia known for manufacturing industry? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. dibrugarh
B. isfahan
C. kano
D. kerawang

Answer:","{
    ""A"": ""dibrugarh"",
    ""B"": ""isfahan"",
    ""C"": ""kano"",
    ""D"": ""kerawang""
}","{
    ""A"": ""Assam"",
    ""B"": ""Iran"",
    ""C"": ""Northern_Nigeria"",
    ""D"": ""Indonesia""
}",D,"{""answer_choice"":""D""}",D
